id,corpus,src
3666,sand_test1 | English,my name is sandipan
1320,My Home PE L1 | Hindi,मैं यहाँ अपने पूरे परिवार के साथ रहती हूँ
1319,My Home PE L1 | Hindi,यह मेरा घर है
1318,The Moon and The Cap PE L1 | Hindi,ज़रा ढूँढिये आज मैंने कौन सी टोपी पहनी है
1317,The Moon and The Cap PE L1 | Hindi,क्या सूरज को टोपी की ज़रूरत है
1316,The Moon and The Cap PE L1 | Hindi,आपका क्या ख्याल है
1315,The Moon and The Cap PE L1 | Hindi,हम खुश थे
1314,The Moon and The Cap PE L1 | Hindi,"उस रात , चाँद और मैं , दोनों ने अपनी टोपियाँ पहनीं और मुस्कराए"
1313,The Moon and The Cap PE L1 | Hindi,"चाँद ने भेजी है , माँ ने कहा"
1312,The Moon and The Cap PE L1 | Hindi,"अगले दिन , स्कूल के बाद , माँ ने मुझे एक नई चमकती लाल टोपी दी"
1311,The Moon and The Cap PE L1 | Hindi,मैं भी मुस्कराया
1310,The Moon and The Cap PE L1 | Hindi,चाँद ने मेरी टोपी पहनी और खुशी से मुस्कराया
1309,The Moon and The Cap PE L1 | Hindi,उसने पुराने पीपल पर मेरी टोपी देखी
1308,The Moon and The Cap PE L1 | Hindi,"देर रात में , चाँद निकला"
1307,The Moon and The Cap PE L1 | Hindi,और रात का खाना भी नहीं खाया
1306,The Moon and The Cap PE L1 | Hindi,मैं खूब रोया
1305,The Moon and The Cap PE L1 | Hindi,मेरी टोपी एक पुराने पीपल के पेड़ की डाली पर जा लटकी
1304,The Moon and The Cap PE L1 | Hindi,वह मेरी टोपी उड़ा ले गई
1303,The Moon and The Cap PE L1 | Hindi,घर जाते समय ज़ोर की हवा चली
1302,The Moon and The Cap PE L1 | Hindi,माँ ने मेरे लिए एक चमकती नीली टोपी खरीदी और मुन्नी को मिली टॉफ़ी
1301,The Moon and The Cap PE L1 | Hindi,पापा ने चिन्टू के लिए फ़ैंसी चश्मे खरीदे
1300,The Moon and The Cap PE L1 | Hindi,हम सब दशहरा का मेला देखने गए
1299,The Moon and The Cap PE L1 | Hindi,चाँद का तोहफ़ा
1298,My Best Friend PE L1 | Hindi,मैं जानती हूँ हम दोनों फ़िर सपने में मज़े करेंगे
1297,My Best Friend PE L1 | Hindi,अब मैं नहीं रूठती
1296,My Best Friend PE L1 | Hindi,सवेरे - सवेरे मेरी सहेली फ़िर शीशे में छुप जाती है
1295,My Best Friend PE L1 | Hindi,"जब मैं उससे बातें करती हूँ , वह भी मुझसे बातें करती है"
1294,My Best Friend PE L1 | Hindi,"हम खेलते हैं , हम भागते हैं और शोर मचाते हैं"
1293,My Best Friend PE L1 | Hindi,और हम खूब मस्ती करते हैं
1292,My Best Friend PE L1 | Hindi,तब वह शीशे से बाहर आती है - मेरे सपनों में
1291,My Best Friend PE L1 | Hindi,रूठकर मैं सो जाती हूँ
1290,My Best Friend PE L1 | Hindi, मगर वह नहीं आती
1289,My Best Friend PE L1 | Hindi,हम खेलेंगे
1288,My Best Friend PE L1 | Hindi, मैं कहती रहती हूँ
1287,My Best Friend PE L1 | Hindi,बाहर आओ
1286,My Best Friend PE L1 | Hindi,मेरी सहेली मेरे शीशे में बन्द है
1285,My Best Friend PE L1 | Hindi,मगर उसकी आवाज़ नहीं आती
1284,My Best Friend PE L1 | Hindi,"जब मैं रोती हूँ , वह भी रोती है"
1283,My Best Friend PE L1 | Hindi,"जब मैं खुश होती हूँ , वह भी खुश होती है"
1282,My Best Friend PE L1 | Hindi,वह मेरे ही घर में रहती है
1281,My Best Friend PE L1 | Hindi,मेरी एक सहेली है
1280,My Best Friend PE L1 | Hindi,मेरी सहेली
1279,All Aboard BL L2 | Hindi,मुझे पीला - पीला कुछ दिख रहा है
1278,All Aboard BL L2 | Hindi,"अब मेरी बारी है , माँ ने कहा"
1277,All Aboard BL L2 | Hindi,नीना ने किताब नीचे रख दी और उनकी बातें सुनने लगी
1276,All Aboard BL L2 | Hindi,बाबा तालियाँ बजाते हुए बोले
1275,All Aboard BL L2 | Hindi,सही जवाब है सूटकेस
1274,All Aboard BL L2 | Hindi,माँ ने पूछा
1273,All Aboard BL L2 | Hindi,सूटकेस
1272,All Aboard BL L2 | Hindi,पहाड़ियाँ
1271,All Aboard BL L2 | Hindi,मेरे जूते
1270,All Aboard BL L2 | Hindi,"मुझे कुछ दिखाई दे रहा है जिसका रंग भूरा है , बाबा ने कहा"
1269,All Aboard BL L2 | Hindi,"मेरा पसंदीदा खेल , माँ बोली"
1268,All Aboard BL L2 | Hindi,ओह
1267,All Aboard BL L2 | Hindi,बाबा ने कहना शुरू किया
1266,All Aboard BL L2 | Hindi,मैं देख रहा हूँ
1265,All Aboard BL L2 | Hindi,फिर बाबा मुस्कराए
1264,All Aboard BL L2 | Hindi,माँ और बाबा को कुछ समझ में नहीं आ रहा था कि वह और क्या कर सकते हैं
1263,All Aboard BL L2 | Hindi,नीना ने न में सिर हिलाते हुए कहा
1262,All Aboard BL L2 | Hindi,मैंने मना किया न
1261,All Aboard BL L2 | Hindi,नहीं
1260,All Aboard BL L2 | Hindi,टॉफ़ी
1259,All Aboard BL L2 | Hindi,खीरा खाएगी
1258,All Aboard BL L2 | Hindi,डंडी वाली आइसक्रीम चाहिए
1257,All Aboard BL L2 | Hindi,कोन वाली आइसक्रीम खाएगी
1256,All Aboard BL L2 | Hindi,कप वाली आइसक्रीम लेगी
1255,All Aboard BL L2 | Hindi,रेलगाड़ी में माँ और बाबा ने उसे मनाने की बहुत कोशिश की
1254,All Aboard BL L2 | Hindi,लेकिन नीना कुछ भी सुनने को तैयार ही नहीं है
1253,All Aboard BL L2 | Hindi,तुम्हें नये साथी - सहेली मिल जाएंगे और नया पुचकेवाला भी मिल जायेगा
1252,All Aboard BL L2 | Hindi,"परेशान मत हो , नीना , बाबा बोले"
1251,All Aboard BL L2 | Hindi,"बाबा , आप कोलकाता में ही कोई दूसरी नौकरी क्यों नहीं ढूँढ लेते"
1250,All Aboard BL L2 | Hindi,यहाँ जैसे बढ़िया पुचके मुझे कहाँ मिलेंगे
1249,All Aboard BL L2 | Hindi,मेरे सारे दोस्तों - सहेलियों को मेरी याद ज़रूर आयेगी
1248,All Aboard BL L2 | Hindi,नीना ने पूछा
1247,All Aboard BL L2 | Hindi,क्या हमें सचमुच यहाँ से जाना ही पड़ेगा
1246,All Aboard BL L2 | Hindi,"उसका परिवार कोलकता से दिल्ली जा रहा है , क्योंकि उन्हें अब वहीं रहना है"
1245,All Aboard BL L2 | Hindi,लेकिन वह ज़रा भी ख़ुश नहीं है
1244,All Aboard BL L2 | Hindi,नीना पहली बार रेल से सफ़र करने जा रही है
1173,My Best Friend BL L1 | Hindi,मैं जानती हूँ हम दोनों फ़िर सपने में मज़े करेंगे
1172,My Best Friend BL L1 | Hindi,अब मैं नहीं रूठती
1171,My Best Friend BL L1 | Hindi,सवेरे - सवेरे मेरी सहेली फ़िर शीशे में छुप जाती है
1170,My Best Friend BL L1 | Hindi,"जब मैं उससे बातें करती हूँ , वह भी मुझसे बातें करती है"
1169,My Best Friend BL L1 | Hindi,"हम खेलते हैं , हम भागते हैं और शोर मचाते हैं"
1168,My Best Friend BL L1 | Hindi,और हम खूब मस्ती करते हैं
1167,My Best Friend BL L1 | Hindi,तब वह शीशे से बाहर आती है - मेरे सपनों में
1166,My Best Friend BL L1 | Hindi,रूठकर मैं सो जाती हूँ
1165,My Best Friend BL L1 | Hindi, मगर वह नहीं आती
1164,My Best Friend BL L1 | Hindi,हम खेलेंगे
1163,My Best Friend BL L1 | Hindi, मैं कहती रहती हूँ
1162,My Best Friend BL L1 | Hindi,बाहर आओ
1161,My Best Friend BL L1 | Hindi,मेरी सहेली मेरे शीशे में बन्द है
1160,My Best Friend BL L1 | Hindi,मगर उसकी आवाज़ नहीं आती
1159,My Best Friend BL L1 | Hindi,"जब मैं रोती हूँ , वह भी रोती है"
1158,My Best Friend BL L1 | Hindi,"जब मैं खुश होती हूँ , वह भी खुश होती है"
1157,My Best Friend BL L1 | Hindi,वह मेरे ही घर में रहती है
1156,My Best Friend BL L1 | Hindi,मेरी एक सहेली है
1155,My Best Friend BL L1 | Hindi,मेरी सहेली
1154,At Least I'm Ok BL L3 | Hindi,"खैर , हमें तो कोई दिक्कत नहीं है , जँगली बिल्लियों ने सोचा"
1153,At Least I'm Ok BL L3 | Hindi,बेचारे कछुओं के साथ बहुत बुरा हुआ
1152,At Least I'm Ok BL L3 | Hindi,लेकिन बड़ी चट्टान अब ज़्यादा बड़ी नहीं लगती - पानी बढ़ने से उसका काफ़ी बड़ा हिस्सा अब डूब चूका है
1151,At Least I'm Ok BL L3 | Hindi,"क्या पता , हम तो बस इतना जानते हैं कि पहले रेत बड़ी चट्टान तक हुआ करती थी , बड़े , बुज़ुर्ग कछुए ने कहा"
1150,At Least I'm Ok BL L3 | Hindi,जँगली बिल्लियों ने पूछा
1149,At Least I'm Ok BL L3 | Hindi,रेत भला कहाँ चली गई
1148,At Least I'm Ok BL L3 | Hindi,कछुए रेतीले समुद्री तटों पर अण्डे देते हैं
1147,At Least I'm Ok BL L3 | Hindi,"यहाँ हमारे लिए बहुत थोड़ी रेत बची है , कछुओं ने कहा"
1146,At Least I'm Ok BL L3 | Hindi,जँगली बिल्लियों ने पूछा
1145,At Least I'm Ok BL L3 | Hindi,क्यों तुम लोग तो यहाँ खुश ही थे न
1144,At Least I'm Ok BL L3 | Hindi,"लेकिन फिर एक दिन , कछुए भी अपना घर - बार छोड़ कर जाने लगे"
1143,At Least I'm Ok BL L3 | Hindi,सभी जीव जल्दी ही व्हेलों को भूल गए
1142,At Least I'm Ok BL L3 | Hindi,व्हेलों को मेरे जैसा बनने की कोशिश करनी चाहिए
1141,At Least I'm Ok BL L3 | Hindi,"बहुत ज़्यादा गर्मी हो या ठण्ड , मुझे कोई फर्क नहीं पड़ता"
1140,At Least I'm Ok BL L3 | Hindi,"उँह , बेकार के नखरे दिखा रही हैं , उना ने मन ही मन सोचा"
1139,At Least I'm Ok BL L3 | Hindi,"कम से कम हमें तो कोई दिक्कत नहीं है , कछुओं ने सोचा"
1138,At Least I'm Ok BL L3 | Hindi,लेकिन उन्होंने इसके बारे में ज़्यादा सोच - विचार नहीं किया
1137,At Least I'm Ok BL L3 | Hindi,कछुओं को व्हेलों के सुरीले गीतों की कमी खलेगी
1136,At Least I'm Ok BL L3 | Hindi,व्हेलें ठण्डे पानी में रहना पसंद करती हैं और साकूलैंड का पानी उनके लिए ज्यादा ही गर्म हो गया था
1135,At Least I'm Ok BL L3 | Hindi,हमें उत्तर की तरफ और आगे जाना होगा जहाँ मौसम ठण्डा रहता है
1134,At Least I'm Ok BL L3 | Hindi,"हमारे लिए पानी कुछ ज़्यादा ही गरम हो गया है , व्हेलों ने कहा"
1133,At Least I'm Ok BL L3 | Hindi,अपने यहाँ तो बहुत अच्छा लगता है
1132,At Least I'm Ok BL L3 | Hindi,कछुओं ने पूछा
1131,At Least I'm Ok BL L3 | Hindi,क्यो
1130,At Least I'm Ok BL L3 | Hindi,"एक दिन , व्हेलों ने , जो कि साल का ज़्यादातर समय साकूलैंड के समुद्र में बिताती थीं , ऐलान किया कि वे कहीं और रहने जा रही हैं"
1129,At Least I'm Ok BL L3 | Hindi,लेकिन जीवों ने इस ओर ध्यान ही नहीं दिया
1128,At Least I'm Ok BL L3 | Hindi,"धीरे - धीरे , साकूलैंड की जलवायु बदलने लगी"
1127,At Least I'm Ok BL L3 | Hindi,लेकिन उना को लगता था कि मेरा ही तरीका सबसे अच्छा है
1126,At Least I'm Ok BL L3 | Hindi,सभी जीवों के काम करने के अपने ही मनपसन्द तरीके थे
1125,At Least I'm Ok BL L3 | Hindi,"मैं तो जाती हूँ , उना सोचती"
1124,At Least I'm Ok BL L3 | Hindi,क्या वह अकेले धारा तक पानी पीने भी नहीं जा सकते
1123,At Least I'm Ok BL L3 | Hindi,उन सब को सब कुछ साथ में ही क्यों करना होता है
1122,At Least I'm Ok BL L3 | Hindi,कभी - कभी उना को लगता था कि बाकी जानवर ज़रा बेवकूफ से हैं
1121,At Least I'm Ok BL L3 | Hindi,"बल्कि उसे अकेले रहना ही अच्छा लगता था - अकेले रहते हुए वह जो चाहे , जब चाहे , कर सकती थी"
1120,At Least I'm Ok BL L3 | Hindi,उना बाकी जानवरों के साथ कम ही समय बिताती थी और उसे अकेले रहने की आदत पड़ गई थी
1119,At Least I'm Ok BL L3 | Hindi,पथरीली पहाड़ी पगडंडियों पर ऊपर चढ़ना - उतरना काफ़ी कठिन काम था और इसमें समय भी बहुत लगता था
1118,At Least I'm Ok BL L3 | Hindi,"उना बाकी जीवों से काफ़ी ऊपर , एक पहाड़ की चोटी पर रहती थी"
1117,At Least I'm Ok BL L3 | Hindi,"और सभी के पीने के लिए साफ , ठण्डा पानी भी था"
1116,At Least I'm Ok BL L3 | Hindi,"वहाँ खरगोशों और हिरनों के लिए घास थी , चिड़ियों और भालुओं के नाश्ते के लिए कीड़े - मकोड़े थे , और मगरमच्छों और जँगली बिल्लियों के लिए मछलियाँ थीं"
1115,At Least I'm Ok BL L3 | Hindi,सब जीवों को अपना देश साकूलैंड प्यारा लगता था
1114,At Least I'm Ok BL L3 | Hindi,"वह समुद्रतट से जँगलों तक , घाटियों से पहाड़ों तक फैला था"
1113,At Least I'm Ok BL L3 | Hindi,साकूलैंड एक अनोखा देश था
1112,At Least I'm Ok BL L3 | Hindi,पहाड़ी बकरी उना साकूलैंड में रहती थी
1111,At Least I'm Ok BL L3 | Hindi,हमें तो कोई दिक्कत नहीं है
1066,The Rabbit's Long Ears BL L2 | Hindi,उसी दिन से खरगोश की दुम छोटी सी रह गई और उसके कान लम्बे हो गए
1065,The Rabbit's Long Ears BL L2 | Hindi,सियार के खींचने से उसके कान लम्बे हो गए
1064,The Rabbit's Long Ears BL L2 | Hindi,उसकी पूँछ कट कर बिल के अन्दर रह गई
1063,The Rabbit's Long Ears BL L2 | Hindi,दर्द के मारे खरगोश उछल पड़ा
1062,The Rabbit's Long Ears BL L2 | Hindi,इधर - उधर हिलता देख कर केंकड़े ने खरगोश की पूँछ को फिर ज़ोर से काटा
1061,The Rabbit's Long Ears BL L2 | Hindi,सियार ने खरगोश के दोनों कान पकड़े और खींचने लगा
1060,The Rabbit's Long Ears BL L2 | Hindi,"खरगोश ने उससे कहा , अब देखो मत , मुझे ज़ोर से खींचो , मेरी पूँछ अन्दर फँसी हुई है"
1059,The Rabbit's Long Ears BL L2 | Hindi,खरगोश का चिल्लाना सुन कर सियार दौड़ा आया
1058,The Rabbit's Long Ears BL L2 | Hindi,खरगोश चिल्लाया
1057,The Rabbit's Long Ears BL L2 | Hindi,बिल में बैठे केंकड़े ने पूँछ को ज़ोर से काटा और जकड़ लिया
1056,The Rabbit's Long Ears BL L2 | Hindi,उसका हाथ न पहुँच पाने पर खरगोश ने अपनी पूँछ को बिल में डाला
1055,The Rabbit's Long Ears BL L2 | Hindi,बिल गहरा था
1054,The Rabbit's Long Ears BL L2 | Hindi,उसने ध्यान से बिल में हाथ डाला
1053,The Rabbit's Long Ears BL L2 | Hindi,"यह एकदम सही रहेगा , खरगोश ने सोचा"
1052,The Rabbit's Long Ears BL L2 | Hindi,एक मोटा केंकड़ा अन्दर बैठा था
1051,The Rabbit's Long Ears BL L2 | Hindi,उसने बिल में झाँक कर देखा
1050,The Rabbit's Long Ears BL L2 | Hindi,चलते - चलते खरगोश को कीचड़ में केंकड़े का एक बिल दिखा
1049,The Rabbit's Long Ears BL L2 | Hindi,सियार एक ओर गया और खरगोश दूसरी ओर गया
1048,The Rabbit's Long Ears BL L2 | Hindi,तुरंत ही दोनों मित्र केंकड़े की खोज में निकल पड़े
1047,The Rabbit's Long Ears BL L2 | Hindi,खरगोश ने कहा कि चल कर एक केंकड़ा लाया जाए
1046,The Rabbit's Long Ears BL L2 | Hindi,अब उसकी इच्छा केंकड़ा खाने की है
1045,The Rabbit's Long Ears BL L2 | Hindi,उसे कुछ भी खाना नहीं भा रहा है
1044,The Rabbit's Long Ears BL L2 | Hindi,"सियार ने खरगोश को बुला कर कहा , ए दोस्त , मेरी पत्नी को तेज़ बुख़ार है"
1043,The Rabbit's Long Ears BL L2 | Hindi,एक दिन सियार की पत्नी को बुख़ार आया
1042,The Rabbit's Long Ears BL L2 | Hindi,सियार और खरगोश बहुत अच्छे मित्र थे
1041,The Moon and The Cap BL L1 | Hindi,ज़रा ढूँढिये आज मैंने कौन सी टोपी पहनी है
1040,The Moon and The Cap BL L1 | Hindi,क्या सूरज को टोपी की ज़रूरत है
1039,The Moon and The Cap BL L1 | Hindi,आपका क्या ख्याल है
1038,The Moon and The Cap BL L1 | Hindi,हम खुश थे
1037,The Moon and The Cap BL L1 | Hindi,"उस रात , चाँद और मैं , दोनों ने अपनी टोपियाँ पहनीं और मुस्कराए"
1036,The Moon and The Cap BL L1 | Hindi,"चाँद ने भेजी है , माँ ने कहा"
1035,The Moon and The Cap BL L1 | Hindi,"अगले दिन , स्कूल के बाद , माँ ने मुझे एक नई चमकती लाल टोपी दी"
1034,The Moon and The Cap BL L1 | Hindi,मैं भी मुस्कराया
1033,The Moon and The Cap BL L1 | Hindi,चाँद ने मेरी टोपी पहनी और खुशी से मुस्कराया
1032,The Moon and The Cap BL L1 | Hindi,उसने पुराने पीपल पर मेरी टोपी देखी
1031,The Moon and The Cap BL L1 | Hindi,"देर रात में , चाँद निकला"
1030,The Moon and The Cap BL L1 | Hindi,और रात का खाना भी नहीं खाया
1029,The Moon and The Cap BL L1 | Hindi,मैं खूब रोया
1028,The Moon and The Cap BL L1 | Hindi,मेरी टोपी एक पुराने पीपल के पेड़ की डाली पर जा लटकी
1027,The Moon and The Cap BL L1 | Hindi,वह मेरी टोपी उड़ा ले गई
1026,The Moon and The Cap BL L1 | Hindi,घर जाते समय ज़ोर की हवा चली
1025,The Moon and The Cap BL L1 | Hindi,माँ ने मेरे लिए एक चमकती नीली टोपी खरीदी और मुन्नी को मिली टॉफ़ी
1024,The Moon and The Cap BL L1 | Hindi,पापा ने चिन्टू के लिए फ़ैंसी चश्मे खरीदे
1023,The Moon and The Cap BL L1 | Hindi,हम सब दशहरा का मेला देखने गए
1022,The Moon and The Cap BL L1 | Hindi,चाँद का तोहफ़ा
1021,Whats That Smell BL L3 | Hindi,पापा सब कचरा साफ़ कर रहे थे
1020,Whats That Smell BL L3 | Hindi,माधव रोता हुआ भाग गया
1019,Whats That Smell BL L3 | Hindi,"थू , थू , थू"
1018,Whats That Smell BL L3 | Hindi,तारा को पक्का यकीन है कि वह अब कभी अंडे नहीं खा पाएगी
1017,Whats That Smell BL L3 | Hindi,"यह भी ख़राब हो गए , पापा ने कहा"
1016,Whats That Smell BL L3 | Hindi,अरे नहीं
1015,Whats That Smell BL L3 | Hindi,तारा चिल्लाई
1014,Whats That Smell BL L3 | Hindi,"माधव , तुमने तो बदबू को और भी बढ़ा दिया"
1013,Whats That Smell BL L3 | Hindi,माधव ने एक अंडा उठाया और उसे गिरा दिया
1012,Whats That Smell BL L3 | Hindi,हम उन्हें नहीं खा सकते
1011,Whats That Smell BL L3 | Hindi,"हाँ वह भी सड़ गई हैं , माँ बोलीं"
1010,Whats That Smell BL L3 | Hindi,तारा ने दु : खी होकर पूछा
1009,Whats That Smell BL L3 | Hindi,क्या सब्ज़ियाँ भी ख़राब हो गई हैं
1008,Whats That Smell BL L3 | Hindi,पापा ने कहा
1007,Whats That Smell BL L3 | Hindi,"इसे छूना मत , इसे खाओगे तो बीमार हो जाओगे"
1006,Whats That Smell BL L3 | Hindi,"यह तो रूई जैसी रोएँदार है , माधव हैरान था"
1005,Whats That Smell BL L3 | Hindi,पापा ने कहा
1004,Whats That Smell BL L3 | Hindi,यह फफूँदी है जो ब्रेड में लग जाती है
1003,Whats That Smell BL L3 | Hindi,"हाँ , यह हरी चीज़ देख रही हो"
1002,Whats That Smell BL L3 | Hindi,तारा ने पूछा
1001,Whats That Smell BL L3 | Hindi,क्या ब्रेड भी ख़राब हो गई
1000,Whats That Smell BL L3 | Hindi,"दूध को ताज़ा रखने के लिए उसे ठंडा रखना होता है , पापा ने कहा"
999,Whats That Smell BL L3 | Hindi,माँ ने बताया
998,Whats That Smell BL L3 | Hindi,"बिलकुल , इसकी गंध से ही पता चलता है कि यह कितना खट्टा हो चुका है"
997,Whats That Smell BL L3 | Hindi,तारा ने पूछा
996,Whats That Smell BL L3 | Hindi,क्या दूध ख़राब हो गया
995,Whats That Smell BL L3 | Hindi,"ठंडी हवा के बिना सब कुछ ख़राब हो गया , माँ ने उदास होकर कहा"
994,Whats That Smell BL L3 | Hindi,पापा ने समझाया कि फ़्रिज ने कुछ समय पहले काम करना बंद कर दिया था
993,Whats That Smell BL L3 | Hindi,तारा ने पूछा
992,Whats That Smell BL L3 | Hindi,क्या हुआ
991,Whats That Smell BL L3 | Hindi,"लाइट नहीं जल रही और यह अंदर से गर्म भी है , माँ ने अपना हाथ फ़्रिज के अंदर डालते हुए कहा"
990,Whats That Smell BL L3 | Hindi,सबने अपने - अपने नाक और मुँह ढक लिये
989,Whats That Smell BL L3 | Hindi,माँ ने फ़्रिज खोला
988,Whats That Smell BL L3 | Hindi,"चलो फ़्रिज को खोलकर देखते हैं कि अंदर है क्या , माँ बोली"
987,Whats That Smell BL L3 | Hindi,"डर लग रहा है , माधव ने माँ से लिपटते हुए कहा"
986,Whats That Smell BL L3 | Hindi,तारा ने हाँफते हुए कहा
985,Whats That Smell BL L3 | Hindi,बदबूदार फ़्रिज का राक्षस
984,Whats That Smell BL L3 | Hindi,"यहाँ से आ रही है बदबू , पापा ने फ़्रिज की तरफ़ इशारा किया"
983,Whats That Smell BL L3 | Hindi,पापा ने रसोई में नज़र दौड़ाई
982,Whats That Smell BL L3 | Hindi,तारा ने खाने के कमरे में झाँका
981,Whats That Smell BL L3 | Hindi,माधव ने ग़ुस्लख़ाने की खोज - ख़बर ली
980,Whats That Smell BL L3 | Hindi,माँ ने सोने के कमरे में देखा
979,Whats That Smell BL L3 | Hindi,यह गंध आ कहाँ से रही है
978,Whats That Smell BL L3 | Hindi,पूरा घर किसी राक्षस की गुफा जैसा गंधा रहा है
977,Whats That Smell BL L3 | Hindi,"घर में गर्मी , अँधेरा और बदबू है"
976,Whats That Smell BL L3 | Hindi,माधव चिल्लाया
975,Whats That Smell BL L3 | Hindi,राक्षस
974,Whats That Smell BL L3 | Hindi,तारा चीखी
973,Whats That Smell BL L3 | Hindi,यह कैसी गंध है
972,Whats That Smell BL L3 | Hindi,छी
971,Whats That Smell BL L3 | Hindi,बहुत ही गड़बड़
970,Whats That Smell BL L3 | Hindi,"घर में कदम रखते ही तारा , माधव , माँ और पापा को पता चल गया कि कुछ गड़बड़ है"
969,Whats That Smell BL L3 | Hindi,"हाँ , फ्राइड राइस , माधव ने सुर में सुर मिलाया"
968,Whats That Smell BL L3 | Hindi,तारा ने पूछा
967,Whats That Smell BL L3 | Hindi,पापा क्या आप फ्राइड राइस बना सकते हैं
966,Whats That Smell BL L3 | Hindi,पापा ने कहा
965,Whats That Smell BL L3 | Hindi,मैं खाना बना दूँगा
964,Whats That Smell BL L3 | Hindi,"हमारे पास फ़्रिज में दूध , अंडे और सब्ज़ियाँ हैं , माँ ने कहा"
963,Whats That Smell BL L3 | Hindi,"मुझे भी भूख लगी है , उसने ऊँची आवाज़ में कहा"
962,Whats That Smell BL L3 | Hindi,माधव ने अपने पेट पर हाथ फेरा
961,Whats That Smell BL L3 | Hindi,"तारा ने मुंडी हिलाई , मुझे भूख लगी है"
960,Whats That Smell BL L3 | Hindi,माँ बोली
959,Whats That Smell BL L3 | Hindi,"घर वापस आकर अच्छा लगता है , है न तारा"
958,Whats That Smell BL L3 | Hindi,तारा और उसका परिवार घर पहुँचते हैं
957,Whats That Smell BL L3 | Hindi,यह कैसी गंध है
956,Under My Bed BL L2 | Hindi,जंगल में असली शेरों के सपने जो देखने हैं
955,Under My Bed BL L2 | Hindi,अब मैं सो जाऊँगा
954,Under My Bed BL L2 | Hindi,माँ मुझे पानी पिलाती हैं
953,Under My Bed BL L2 | Hindi,मैं तो ऐसे ही डर गया
952,Under My Bed BL L2 | Hindi,इसके बटन शेर की आँखों की तरह चमकते हैं
951,Under My Bed BL L2 | Hindi,यह तो मेरा मोटा पीला - काला स्वेटर है
950,Under My Bed BL L2 | Hindi,कोई शेर - वेर नहीं है
949,Under My Bed BL L2 | Hindi,अरे
948,Under My Bed BL L2 | Hindi,माँ झुकती हैं और शेर को खींचकर बाहर निकालती हैं
947,Under My Bed BL L2 | Hindi,मैं शेर की ओर इशारा करता हूँ
946,Under My Bed BL L2 | Hindi,मुझे बुलाया था
945,Under My Bed BL L2 | Hindi,माँ कहती हैं
944,Under My Bed BL L2 | Hindi,क्या बात है बेटा
943,Under My Bed BL L2 | Hindi,दरवाज़े पर माँ खड़ी हैं
942,Under My Bed BL L2 | Hindi,अचानक किसी ने बत्ती जलाई
941,Under My Bed BL L2 | Hindi,मगर नींद नहीं आती
940,Under My Bed BL L2 | Hindi,फिर से सो जाऊँ
939,Under My Bed BL L2 | Hindi,कहीं शेर दहाड़ने लगा तो
938,Under My Bed BL L2 | Hindi,माँ को बुलाऊँ
937,Under My Bed BL L2 | Hindi,अब क्या करूँ
936,Under My Bed BL L2 | Hindi,मेरे पलंग के नीचे शेर है
935,Under My Bed BL L2 | Hindi,हाय
934,Under My Bed BL L2 | Hindi,पानी लाने के लिए मैंने अपनी चप्पल ढूँढी
933,Under My Bed BL L2 | Hindi,मुझे प्यास लगी थी
932,Under My Bed BL L2 | Hindi,मेरी आँख खुली
750,A Helping Hand BL L4 | Hindi,मैं
749,A Helping Hand BL L4 | Hindi,फिर मिलेंगे
748,A Helping Hand BL L4 | Hindi,"इसके अलावा , खाने की छुट्टी के दौरान जो हुआ वह मुझसे छुपा नहीं था"
747,A Helping Hand BL L4 | Hindi,मुझे बात समझने में कुछ समय लगा
746,A Helping Hand BL L4 | Hindi,मैं समझा कि यह किसी किस्म का खिलौना हाथ होगा
745,A Helping Hand BL L4 | Hindi,"वह अजीब लग रहा था , जैसे तुम्हारे हाथ पर प्लास्टिक की परत चढ़ी हो"
744,A Helping Hand BL L4 | Hindi,"फिर , जब मैं और नजदीक आया , तब देखा कि कुछ है जो ठीक सा नहीं है"
743,A Helping Hand BL L4 | Hindi,पहले - पहल मुझे समझ में नहीं आया कि इसकी वजह क्या है
742,A Helping Hand BL L4 | Hindi,"हाँ , मैंने पहले दिन ही , जब तुम कक्षा में आई थीं , गौर किया था कि तुम एक ही हाथ से सारे काम करती हो और तुम्हारा बायाँ हाथ कभी हिलता भी नहीं"
741,A Helping Hand BL L4 | Hindi,सच कहूँ तो ख़ुद मैं भी यह बात जानना चाहता हूँ और मेरे मन में भी वही सवाल हैं जो लोग तुम्हारे बारे में मुझसे पूछते हैं
740,A Helping Hand BL L4 | Hindi,मुझे कैसे पता हो सकता है कि तुम्हारे पास वह चीज क्यों है और वह कैसे काम करती है
739,A Helping Hand BL L4 | Hindi,मुझसे पूछने का क्या मतलब
738,A Helping Hand BL L4 | Hindi,"मैं हैलो , मैं सबसे कहता हूँ कि वे जो कुछ भी जानना चाहते हैं ख़ुद तुमसे ही पूछ लें"
737,A Helping Hand BL L4 | Hindi,यह सब तुम्हारी ही वजह से हुआ
736,A Helping Hand BL L4 | Hindi,मेरी कमीज़ फट गई और माँ ने मुझे डाँटा
735,A Helping Hand BL L4 | Hindi,उसे लाने के लिए मुझे घिसटते हुए ढलान पर जाना पड़ा
734,A Helping Hand BL L4 | Hindi,बाद में उन्होंने उसे सड़क किनारे झाड़ियों में फेंक दिया
733,A Helping Hand BL L4 | Hindi,उन्होंने मेरा बस्ता छीन लिया और वापस नहीं दे रहे थे
